34.227.110.80 - - [04/Apr/2026:02:52:49 +0000] "GET / HTTP/1.1" 504 176 "-" "curl/8.5.0"
194.36.25.27 - - [04/Apr/2026:11:33:39 +0000] "GET /favicon.png HTTP/1.1" 200 96636 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50"
178.22.106.230 - - [04/Apr/2026:11:36:38 +0000] "GET / HTTP/1.1" 200 2725 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:38 +0000] "GET /_next/static/chunks/0d3shmwh5_nmn.js HTTP/1.1" 200 12903 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:38 +0000] "GET /favicon.png HTTP/1.1" 200 96636 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/0yb2wil16uz6h.js HTTP/1.1" 200 2030 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /assets/js/message.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /js/lkk_ch.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/03xdmssya.fh9.js HTTP/1.1" 200 9150 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 200 4178 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/0vkgb7xyv-nko.js HTTP/1.1" 200 71081 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/0vjzrvtg1af.6.css HTTP/1.1" 200 1049 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/chunks/0md1s0~_85w3~.js HTTP/1.1" 200 10002 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:39 +0000] "GET /_next/static/media/caa3a2e1cccd8315-s.p.16t1db8_9y2o~.woff2 HTTP/1.1" 200 28388 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /_next/static/chunks/09kyaeta9m6ln.js HTTP/1.1" 200 1447 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2 HTTP/1.1" 200 48432 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /robots.txt HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /assets/js/auth.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /css/support_parent.css HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /_next/static/chunks/0wgw~mc5wemgq.js HTTP/1.1" 200 29509 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 200 20166 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /assets/js/qr_modal.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:40 +0000] "GET /static/style/protect/index.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/chunks/15ika4zy8_z34.js HTTP/1.1" 200 2514 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /static/style/sys_files/index.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /js/twint_ch.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/chunks/03~yq9q893hmn.js HTTP/1.1" 200 39680 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/media/797e433ab948586e-s.p.0.q-h669a_dqa.woff2 HTTP/1.1" 200 31288 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/chunks/0_8~fyo8xy8qr.js HTTP/1.1" 200 3753 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /bot-connect.js HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 200 8925 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:41 +0000] "GET /_next/static/chunks/0pqt~8bl3ukh4.js HTTP/1.1" 200 9256 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [04/Apr/2026:11:36:42 +0000] "GET /_next/static/chunks/0o59ac8426icc.js HTTP/1.1" 200 37226 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
179.215.120.80 - - [04/Apr/2026:12:03:16 +0000] "GET /login HTTP/1.1" 304 0 "https://www.ximples.com.br/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
179.215.120.80 - - [04/Apr/2026:12:03:17 +0000] "GET /_vercel/insights/script.js HTTP/1.1" 404 2400 "https://app.ximples.com.br/login" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
179.215.120.80 - - [04/Apr/2026:12:03:17 +0000] "GET /ximples-logo.png HTTP/1.1" 304 0 "https://app.ximples.com.br/login" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
179.215.120.80 - - [04/Apr/2026:12:03:21 +0000] "GET /signup HTTP/1.1" 304 0 "https://app.ximples.com.br/login" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
179.215.120.80 - - [04/Apr/2026:12:03:22 +0000] "GET /ximples-logo.png HTTP/1.1" 304 0 "https://app.ximples.com.br/signup" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
179.215.120.80 - - [04/Apr/2026:12:03:22 +0000] "GET /_vercel/insights/script.js HTTP/1.1" 404 2405 "https://app.ximples.com.br/signup" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
85.11.167.19 - - [04/Apr/2026:15:21:18 +0000] "GET / HTTP/1.1" 200 2730 "-" "python-requests/2.32.4"
74.7.230.59 - - [04/Apr/2026:16:19:21 +0000] "GET /robots.txt HTTP/1.1" 404 2405 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET / HTTP/1.1" 200 2730 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /_next/static/chunks/09kyaeta9m6ln.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /_next/static/chunks/0wgw~mc5wemgq.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:33:45 +0000] "GET /favicon.png HTTP/1.1" 304 0 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET /_next/static/chunks/09kyaeta9m6ln.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET /_next/static/chunks/0wgw~mc5wemgq.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:02 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 500 21 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /login HTTP/1.1" 200 4273 "https://www.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/media/797e433ab948586e-s.p.0.q-h669a_dqa.woff2 HTTP/1.1" 200 31288 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2 HTTP/1.1" 200 48432 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/media/caa3a2e1cccd8315-s.p.16t1db8_9y2o~.woff2 HTTP/1.1" 200 28388 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0vjzrvtg1af.6.css HTTP/1.1" 200 1049 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0yb2wil16uz6h.js HTTP/1.1" 200 2030 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0pqt~8bl3ukh4.js HTTP/1.1" 200 9256 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0o59ac8426icc.js HTTP/1.1" 200 37203 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0vkgb7xyv-nko.js HTTP/1.1" 200 71081 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:22 +0000] "GET /_next/static/chunks/0_8~fyo8xy8qr.js HTTP/1.1" 200 3753 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /_next/static/chunks/0d3shmwh5_nmn.js HTTP/1.1" 200 12888 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /ximples-logo.png HTTP/1.1" 200 168332 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /_next/static/chunks/0eo6q7f.pkuc6.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /_next/static/chunks/15ika4zy8_z34.js HTTP/1.1" 200 2514 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /_next/static/chunks/0md1s0~_85w3~.js HTTP/1.1" 200 10002 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:23 +0000] "GET /favicon.png HTTP/1.1" 200 96636 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /login HTTP/1.1" 304 0 "https://www.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /ximples-logo.png HTTP/1.1" 304 0 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /_next/static/chunks/0eo6q7f.pkuc6.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 500 21 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:28 +0000] "GET /favicon.png HTTP/1.1" 304 0 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /signup HTTP/1.1" 200 4639 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /_next/static/chunks/turbopack-0vq2ernyq3li~.js HTTP/1.1" 500 21 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /_next/static/chunks/00m7la.3mdq09.css HTTP/1.1" 500 21 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /_next/static/chunks/02.zsqvjxb.1h.js HTTP/1.1" 500 21 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /ximples-logo.png HTTP/1.1" 304 0 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /_next/static/chunks/150e0tn55wgos.js HTTP/1.1" 500 21 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:38 +0000] "GET /favicon.png HTTP/1.1" 304 0 "https://app.ximples.com.br/signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:34:51 +0000] "GET /favicon.png HTTP/1.1" 304 0 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:55:00 +0000] "GET / HTTP/1.1" 200 2730 "https://checkout.stripe.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [04/Apr/2026:16:55:00 +0000] "GET /_vercel/insights/script.js HTTP/1.1" 404 2405 "https://app.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
